transcript_id	transcript_length	transcript_source	evalue	score_type	symbol	blast_symbol	blast_description	target_species
dd_Smed_v6_8439_0_1	672	PLDB	2.00E-59	e-value	NP_003943.2	RPS6KB2 KLS P70-beta P70-beta-1 P70-beta-2 S6K-beta2 S6K2 SRK STK14B p70(S6K)-beta p70S6Kb	ribosomal protein S6 kinase B2	Homo sapiens
dd_Smed_v6_8449_0_1	2842	PLDB	2.00E-30	e-value	NP_002410.1	MAP3K11 MEKK11 MLK-3 MLK3 PTK1 SPRK	mitogen-activated protein kinase kinase kinase 11	Homo sapiens
dd_Smed_v6_84559_0_1	227	PLDB	3.00E-35	e-value	NP_000033.2	APOH B2G1 B2GP1 BG	apolipoprotein H (beta-2-glycoprotein I)	Homo sapiens
dd_Smed_v6_845_0_1	732	PLDB	1.00E-15	e-value	NP_115998.2	COX4I2 COX4 COX4-2 COX4B COX4L2 COXIV-2 dJ857M17.2	cytochrome c oxidase subunit IV isoform 2 (lung)	Homo sapiens
dd_Smed_v6_84813_0_1	342	PLDB	2.00E-41	e-value	NP_000984.1	RPL31 L31	ribosomal protein L31	Homo sapiens
dd_Smed_v6_8502_0_1	4361	PLDB	6.00E-52	e-value	NP_085124.2	DICER1 DCR1 Dicer HERNA MNG1 RMSE2	"dicer 1, ribonuclease type III"	Homo sapiens
dd_Smed_v6_8504_0_1	2825	PLDB	2.00E-100	e-value	NP_004813.2	NTN1 NTN1L	netrin 1	Homo sapiens
dd_Smed_v6_85063_0_1	365	PLDB	2.00E-27	e-value	NP_001252.1	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8520_0_1	1429	PLDB	4.00E-103	e-value	NP_001252.1	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8529_0_2	235	PLDB	3.00E-06	e-value	NP_001018024.1	CMC4 C6.1B MTCP1 MTCP1B MTCP1NB p8 p8MTCP1	C-x(9)-C motif containing 4	Homo sapiens
dd_Smed_v6_854_0_2	5952	PLDB	0	e-value	NP_055789.1	DIP2C KIAA0934	disco interacting protein 2 homolog C	Homo sapiens
dd_Smed_v6_854_0_5	4472	PLDB	2.00E-103	e-value	NP_112243.1	RAB1B	"RAB1B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_854_0_6	4455	PLDB	2.00E-103	e-value	NP_112243.1	RAB1B	"RAB1B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_854_0_8	1853	PLDB	4.00E-109	e-value	NP_112243.1	RAB1B	"RAB1B, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_8552_0_1	1171	PLDB	3.00E-08	e-value	NP_005029.1	PPID CYP-40 CYPD	peptidylprolyl isomerase D	Homo sapiens
dd_Smed_v6_8555_0_1	707	PLDB	1.00E-28	e-value	NP_001166366.1	CAV1 BSCL3 CGL3 LCCNS MSTP085 PPH3 VIP21	caveolin 1	Homo sapiens
dd_Smed_v6_8564_0_1	799	PLDB	6.00E-29	e-value	NP_065078.1	NKIRAS1 KBRAS1 kappaB-Ras1	NFKB inhibitor interacting Ras like 1	Homo sapiens
dd_Smed_v6_856_0_1	655	PLDB	3.00E-63	e-value	NP_002503.1	NME2 NDKB NDPK-B NDPKB NM23-H2 NM23B PUF	NME/NM23 nucleoside diphosphate kinase 2	Homo sapiens
dd_Smed_v6_8570_0_1	3495	PLDB	5.00E-123	e-value	NP_004251.3	RECQL4 RECQ4	RecQ like helicase 4	Homo sapiens
dd_Smed_v6_85740_0_1	389	PLDB	7.00E-06	e-value	NP_001138369.1	CD209 CDSIGN CLEC4L DC-SIGN DC-SIGN1	CD209 molecule	Homo sapiens
dd_Smed_v6_85886_0_1	403	PLDB	5.00E-42	e-value	XP_006713326.1	KIF15 HKLP2 KNSL7 NY-BR-62	kinesin family member 15	Homo sapiens
dd_Smed_v6_85977_0_1	536	PLDB	5.00E-44	e-value	NP_001153736.1	FEZF1 FEZ ZNF312B	FEZ family zinc finger 1	Homo sapiens
dd_Smed_v6_8606_0_1	2854	PLDB	6.00E-59	e-value	NP_071345.2	PKNOX2 PREP2	PBX/knotted 1 homeobox 2	Homo sapiens
dd_Smed_v6_8613_0_1	4046	PLDB	0	e-value	NP_001420.2	EP300 KAT3B RSTS2 p300	E1A binding protein p300	Homo sapiens
dd_Smed_v6_8614_0_1	1188	PLDB	1.00E-100	e-value	NP_001790.1	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens
dd_Smed_v6_8621_0_1	719	PLDB	3.00E-49	e-value	NP_426359.1	CDC42 CDC42Hs G25K	cell division cycle 42	Homo sapiens
dd_Smed_v6_8641_0_1	4212	PLDB	1.00E-67	e-value	XP_005246432.1	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_8651_0_1	3892	PLDB	4.00E-43	e-value	XP_005259611.1	INSR CD220 HHF5	insulin receptor	Homo sapiens
dd_Smed_v6_8665_0_1	1435	PLDB	4.00E-146	e-value	NP_001374.3	DPH1 DPH2L DPH2L1 OVCA1	diphthamide biosynthesis 1	Homo sapiens
dd_Smed_v6_867_0_1	1261	PLDB	2.00E-104	e-value	NP_004654.1	RAB11A YL8	"RAB11A, member RAS oncogene family"	Homo sapiens
dd_Smed_v6_8688_0_1	2317	PLDB	1.00E-155	e-value	NP_006100.2	PRMT5 HRMT1L5 IBP72 JBP1 SKB1 SKB1Hs	protein arginine methyltransferase 5	Homo sapiens
dd_Smed_v6_86924_0_1	539	PLDB	4.00E-95	e-value	NP_001004.2	RPS9 S9	ribosomal protein S9	Homo sapiens
dd_Smed_v6_869_0_1	1531	PLDB	7.00E-102	e-value	NP_001244918.1	TYMP ECGF ECGF1 MEDPS1 MNGIE MTDPS1 PDECGF TP hPD-ECGF	thymidine phosphorylase	Homo sapiens
dd_Smed_v6_87355_0_1	449	PLDB	4.00E-08	e-value	NP_569713.2	KLHL6	kelch like family member 6	Homo sapiens
dd_Smed_v6_8736_0_1	2765	PLDB	7.00E-64	e-value	NP_689596.4	DIS3L2 FAM6A PRLMNS hDIS3L2	DIS3 like 3'-5' exoribonuclease 2	Homo sapiens
dd_Smed_v6_8737_0_1	1377	PLDB	2.00E-21	e-value	NP_060726.3	WDR12 YTM1	WD repeat domain 12	Homo sapiens
dd_Smed_v6_8740_0_1	1634	PLDB	6.00E-95	e-value	NP_001165600.1	HCK JTK9 p59Hck p61Hck	"HCK proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_8746_0_1	1444	PLDB	9.00E-21	e-value	NP_001962.3	CELA1 ELA1	chymotrypsin like elastase family member 1	Homo sapiens
dd_Smed_v6_8756_0_1	895	PLDB	2.00E-05	e-value	NP_002120.1	HMGB2 HMG2	high mobility group box 2	Homo sapiens
dd_Smed_v6_877_0_1	753	PLDB	1.00E-23	e-value	NP_001166366.1	CAV1 BSCL3 CGL3 LCCNS MSTP085 PPH3 VIP21	caveolin 1	Homo sapiens
dd_Smed_v6_87944_0_1	259	PLDB	3.00E-23	e-value	NP_002056.2	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens
dd_Smed_v6_8820_0_1	1855	PLDB	4.00E-42	e-value	NP_665804.1	ISL2	ISL LIM homeobox 2	Homo sapiens
dd_Smed_v6_8824_0_1	2193	PLDB	6.00E-09	e-value	NP_068703.1	GABBR1 GABABR1 GABBR1-3 GB1 GPRC3A dJ271M21.1.1 dJ271M21.1.2	"gamma-aminobutyric acid (GABA) B receptor, 1"	Homo sapiens
dd_Smed_v6_8832_0_1	1491	PLDB	2.00E-31	e-value	NP_003006.2	SFRP5 SARP3	secreted frizzled related protein 5	Homo sapiens
dd_Smed_v6_8855_0_1	1800	PLDB	1.00E-88	e-value	NP_001240.1	ENTPD5 CD39L4 NTPDase-5 PCPH	ectonucleoside triphosphate diphosphohydrolase 5	Homo sapiens
dd_Smed_v6_8872_0_1	2056	PLDB	1.00E-11	e-value	NP_001167455.1	BRD7 BP75 CELTIX1 NAG4	bromodomain containing 7	Homo sapiens
dd_Smed_v6_8891_0_1	853	PLDB	4.00E-37	e-value	NP_001120930.1	CRLS1 C20orf155 CLS CLS1 GCD10 dJ967N21.6	cardiolipin synthase 1	Homo sapiens
dd_Smed_v6_894_0_1	876	PLDB	1.00E-40	e-value	NP_004107.1	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_89619_0_1	377	PLDB	1.00E-11	e-value	NP_114172.1	CCNB1 CCNB	cyclin B1	Homo sapiens
dd_Smed_v6_896_0_1	1923	PLDB	1.00E-174	e-value	NP_002056.2	GLUL GLNS GS PIG43 PIG59	glutamate-ammonia ligase	Homo sapiens
dd_Smed_v6_8973_0_1	6214	PLDB	5.00E-59	e-value	XP_005254439.1	LTK TYK1	leukocyte receptor tyrosine kinase	Homo sapiens
dd_Smed_v6_8982_0_1	1443	PLDB	8.00E-50	e-value	NP_001265509.1	ACVR2A ACTRII ACVR2	activin A receptor type 2A	Homo sapiens
dd_Smed_v6_8990_0_1	2491	PLDB	2.00E-123	e-value	XP_005255555.1	RHBDF1 C16orf8 Dist1 EGFR-RS gene-89 gene-90 hDist1	rhomboid 5 homolog 1	Homo sapiens
dd_Smed_v6_8991_0_1	1021	PLDB	3.00E-28	e-value	NP_115652.2	RHBDD1 RRP4	rhomboid domain containing 1	Homo sapiens
dd_Smed_v6_8996_0_1	14056	PLDB	0	e-value	NP_001367.2	DYNC1H1 DHC1 DHC1a DNCH1 DNCL DNECL DYHC Dnchc1 HL-3 SMALED1 p22	"dynein, cytoplasmic 1, heavy chain 1"	Homo sapiens
dd_Smed_v6_89_0_1	1204	PLDB	6.00E-17	e-value	NP_003320.2	TXN TRDX TRX TRX1	thioredoxin	Homo sapiens
dd_Smed_v6_9006_0_1	4502	PLDB	1.00E-145	e-value	NP_001073285.1	INSR CD220 HHF5	insulin receptor	Homo sapiens
dd_Smed_v6_9035_0_1	1210	PLDB	8.00E-100	e-value	NP_003123.2	SRM PAPT SPDSY SPS1 SRML1	spermidine synthase	Homo sapiens
dd_Smed_v6_9038_0_1	1736	PLDB	2.00E-18	e-value	NP_116786.1	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_9053_0_1	1659	PLDB	4.00E-29	e-value	NP_003027.1	SKI SGS SKV	SKI proto-oncogene	Homo sapiens
dd_Smed_v6_9058_0_1	1140	PLDB	2.00E-35	e-value	XP_005260588.1	STK4 KRS2 MST1 TIIAC YSK3	serine/threonine kinase 4	Homo sapiens
dd_Smed_v6_9075_0_1	3352	PLDB	2.00E-78	e-value	NP_003168.2	SYK p72-Syk	spleen tyrosine kinase	Homo sapiens
dd_Smed_v6_9129_0_1	1491	PLDB	4.00E-41	e-value	NP_060540.2	SSBP3 CSDP SSDP SSDP1	single stranded DNA binding protein 3	Homo sapiens
dd_Smed_v6_9133_0_1	2110	PLDB	7.00E-76	e-value	NP_055269.1	SESN1 PA26 SEST1	sestrin 1	Homo sapiens
dd_Smed_v6_9138_0_1	893	PLDB	3.00E-12	e-value	NP_689487.2	FAM58A STAR	family with sequence similarity 58 member A	Homo sapiens
dd_Smed_v6_9138_0_2	847	PLDB	5.00E-18	e-value	NP_689487.2	FAM58A STAR	family with sequence similarity 58 member A	Homo sapiens
dd_Smed_v6_9138_0_3	837	PLDB	2.00E-19	e-value	NP_689487.2	FAM58A STAR	family with sequence similarity 58 member A	Homo sapiens
dd_Smed_v6_9138_0_4	791	PLDB	7.00E-25	e-value	NP_689487.2	FAM58A STAR	family with sequence similarity 58 member A	Homo sapiens
dd_Smed_v6_913_0_1	1068	PLDB	8.00E-85	e-value	NP_008839.2	RAC1 Rac-1 TC-25 p21-Rac1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	Homo sapiens
dd_Smed_v6_9140_0_1	3093	PLDB	2.00E-35	e-value	XP_006714296.1	LEF1 LEF-1 TCF10 TCF1ALPHA TCF7L3	lymphoid enhancer binding factor 1	Homo sapiens
dd_Smed_v6_9166_0_1	1458	PLDB	3.00E-96	e-value	NP_002551.2	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_9168_0_1	4955	PLDB	0	e-value	NP_058633.2	POLA1 NSX POLA p180	"polymerase (DNA) alpha 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_9171_0_1	2279	PLDB	4.00E-142	e-value	XP_005245214.1	ARNT HIF-1-beta HIF-1beta HIF1-beta HIF1B HIF1BETA TANGO bHLHe2	aryl hydrocarbon receptor nuclear translocator	Homo sapiens
dd_Smed_v6_9172_0_1	1266	PLDB	4.00E-80	e-value	NP_973727.1	SF1 BBP D11S636 MBBP ZCCHC25 ZFM1 ZNF162	splicing factor 1	Homo sapiens
dd_Smed_v6_9251_0_1	944	PLDB	1.00E-94	e-value	XP_006712281.1	RABL2A	"RAB, member of RAS oncogene family-like 2A"	Homo sapiens
dd_Smed_v6_9252_0_1	1258	PLDB	2.00E-107	e-value	NP_620581.1	MAPK14 CSBP CSBP1 CSBP2 CSPB1 EXIP Mxi2 PRKM14 PRKM15 RK SAPK2A p38 p38ALPHA	mitogen-activated protein kinase 14	Homo sapiens
dd_Smed_v6_9272_0_1	4768	PLDB	1.00E-101	e-value	XP_006722806.1	INSR CD220 HHF5	insulin receptor	Homo sapiens
dd_Smed_v6_9298_0_1	1454	PLDB	3.00E-70	e-value	NP_057011.2	TGFB1I1 ARA55 HIC-5 HIC5 TSC-5	transforming growth factor beta 1 induced transcript 1	Homo sapiens
dd_Smed_v6_92_0_1	783	PLDB	8.00E-98	e-value	NP_001004.2	RPS9 S9	ribosomal protein S9	Homo sapiens
dd_Smed_v6_9343_0_1	4807	PLDB	0	e-value	NP_001073315.1	CREBBP CBP KAT3A RSTS	CREB binding protein	Homo sapiens
dd_Smed_v6_936_0_1	1560	PLDB	5.00E-05	e-value	NP_976240.1	CAPRIN1 GPIAP1 GPIP137 GRIP137 M11S1 RNG105 p137GPI	cell cycle associated protein 1	Homo sapiens
dd_Smed_v6_9385_0_1	2816	PLDB	1.00E-132	e-value	NP_006028.2	HDAC4 AHO3 BDMR HA6116 HD4 HDAC-4 HDAC-A HDACA	histone deacetylase 4	Homo sapiens
dd_Smed_v6_9392_0_1	1736	PLDB	5.00E-14	e-value	XP_006710372.1	GLMN FAP FAP48 FAP68 FKBPAP GLML GVM VMGLOM	"glomulin, FKBP associated protein"	Homo sapiens
dd_Smed_v6_9416_0_1	2285	PLDB	2.00E-173	e-value	NP_002028.1	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_9430_0_1	1553	PLDB	2.00E-148	e-value	NP_277022.1	CDK11B CDC2L1 CDK11 CDK11-p110 CDK11-p46 CDK11-p58 CLK-1 PITSLREA PK58 p58 p58CDC2L1 p58CLK-1	cyclin-dependent kinase 11B	Homo sapiens
dd_Smed_v6_9440_0_1	569	PLDB	6.00E-41	e-value	NP_005253.3	GFER ALR ERV1 HERV1 HPO HPO1 HPO2 HSS	"growth factor, augmenter of liver regeneration"	Homo sapiens
dd_Smed_v6_9453_0_1	3737	PLDB	0	e-value	NP_000897.3	NPR1 ANPRA ANPa GUC2A GUCY2A NPRA	natriuretic peptide receptor 1	Homo sapiens
dd_Smed_v6_94635_0_1	424	PLDB	3.00E-35	e-value	NP_003260.1	NR2E1 TLL TLX XTLL	nuclear receptor subfamily 2 group E member 1	Homo sapiens
dd_Smed_v6_9474_0_1	3514	PLDB	6.00E-13	e-value	NP_005622.1	SMO FZD11 Gx SMOH	"smoothened, frizzled class receptor"	Homo sapiens
dd_Smed_v6_9475_0_1	3617	PLDB	2.00E-116	e-value	XP_006717051.1	DAPK1 DAPK	death-associated protein kinase 1	Homo sapiens
dd_Smed_v6_9478_0_1	444	PLDB	2.00E-08	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_947_0_1	1065	PLDB	2.00E-19	e-value	NP_001120664.1	CNBP CNBP1 DM2 PROMM RNF163 ZCCHC22 ZNF9	CCHC-type zinc finger nucleic acid binding protein	Homo sapiens
dd_Smed_v6_9521_0_1	2487	PLDB	3.00E-53	e-value	NP_060141.3	FERMT1 C20orf42 DTGCU2 KIND1 UNC112A URP1	fermitin family member 1	Homo sapiens
dd_Smed_v6_953_0_1	1692	PLDB	5.00E-85	e-value	NP_005408.1	SRC ASV SRC1 c-SRC p60-Src	"SRC proto-oncogene, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_95618_0_1	215	PLDB	7.00E-31	e-value	NP_000989.1	RPL37A L37A	ribosomal protein L37a	Homo sapiens
dd_Smed_v6_9570_0_1	1124	PLDB	1.00E-44	e-value	NP_060837.3	ACER3 APHC PHCA	alkaline ceramidase 3	Homo sapiens
dd_Smed_v6_959_0_1	2130	PLDB	0	e-value	NP_001681.2	ATP6V1A ATP6A1 ATP6V1A1 HO68 VA68 VPP2 Vma1	ATPase H  transporting V1 subunit A	Homo sapiens
dd_Smed_v6_960_0_1	2150	PLDB	0	e-value	NP_001087240.1	TXNRD1 GRIM-12 TR TR1 TRXR1 TXNR	thioredoxin reductase 1	Homo sapiens
dd_Smed_v6_9619_0_1	947	PLDB	4.00E-51	e-value	NP_001974.1	ERCC1 COFS4 RAD10 UV20	excision repair cross-complementation group 1	Homo sapiens
dd_Smed_v6_962_0_1	2297	PLDB	5.00E-143	e-value	NP_001240795.1	YME1L1 FTSH MEG4 PAMP YME1L	YME1 like 1 ATPase	Homo sapiens
dd_Smed_v6_9632_0_1	1225	PLDB	0	e-value	NP_620407.1	MAPK1 ERK ERK-2 ERK2 ERT1 MAPK2 P42MAPK PRKM1 PRKM2 p38 p40 p41 p41mapk p42-MAPK	mitogen-activated protein kinase 1	Homo sapiens
dd_Smed_v6_9638_0_1	1284	PLDB	7.00E-10	e-value	NP_002834.3	PTPRJ CD148 DEP1 HPTPeta R-PTP-ETA SCC1	"protein tyrosine phosphatase, receptor type J"	Homo sapiens
dd_Smed_v6_9644_0_1	1362	PLDB	1.00E-76	e-value	NP_060016.3	CNOT11 C2orf29	"CCR4-NOT transcription complex, subunit 11"	Homo sapiens
dd_Smed_v6_9647_0_1	931	PLDB	1.00E-10	e-value	NP_001760.1	CD9 BTCC-1 DRAP-27 MIC3 MRP-1 TSPAN-29 TSPAN29	CD9 molecule	Homo sapiens
dd_Smed_v6_9651_0_1	1380	PLDB	4.00E-67	e-value	NP_001488.2	B4GALT1 B4GAL-T1 CDG2D GGTB2 GT1 GTB beta4Gal-T1	"beta-1,4-galactosyltransferase 1"	Homo sapiens
dd_Smed_v6_9667_0_1	2010	PLDB	1.00E-11	e-value	NP_001895.1	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_966_0_1	1274	PLDB	1.00E-50	e-value	NP_001961.1	EIF5A EIF-5A EIF5A1 eIF5AI	eukaryotic translation initiation factor 5A	Homo sapiens
dd_Smed_v6_9703_0_1	1734	PLDB	4.00E-07	e-value	NP_004611.1	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_9716_1_1	7644	PLDB	2.00E-119	e-value	NP_001275918.1	PLCE1 NPHS3 PLCE PPLC	phospholipase C epsilon 1	Homo sapiens
dd_Smed_v6_9732_0_1	2787	PLDB	4.00E-53	e-value	NP_055400.1	SLC40A1 FPN1 HFE4 IREG1 MST079 MTP1 SLC11A3	"solute carrier family 40 (iron-regulated transporter), member 1"	Homo sapiens
dd_Smed_v6_9737_0_1	2079	PLDB	4.00E-93	e-value	NP_004813.2	NTN1 NTN1L	netrin 1	Homo sapiens
dd_Smed_v6_9750_0_1	2251	PLDB	1.00E-25	e-value	NP_006173.2	DDR2 MIG20a NTRKR3 TKT TYRO10	discoidin domain receptor tyrosine kinase 2	Homo sapiens
dd_Smed_v6_97693_0_1	424	PLDB	8.00E-33	e-value	NP_000731.1	CHRM3 EGBRS HM3	"cholinergic receptor, muscarinic 3"	Homo sapiens
dd_Smed_v6_9774_0_1	1766	PLDB	4.00E-110	e-value	NP_005973.1	SIX1 BOS3 DFNA23 TIP39	SIX homeobox 1	Homo sapiens
dd_Smed_v6_9795_0_1	2213	PLDB	3.00E-101	e-value	NP_004813.2	NTN1 NTN1L	netrin 1	Homo sapiens
dd_Smed_v6_9841_0_1	2294	PLDB	2.00E-168	e-value	NP_001184149.1	PDE4D ACRDYS2 DPDE3 HSPDE4D PDE43 PDE4DN2 STRK1	"phosphodiesterase 4D, cAMP-specific"	Homo sapiens
dd_Smed_v6_9896_0_1	3866	PLDB	1.00E-43	e-value	NP_001189397.1	ZMYND11 BRAM1 BS69	"zinc finger, MYND-type containing 11"	Homo sapiens
dd_Smed_v6_9910_0_1	1294	PLDB	7.00E-20	e-value	XP_006716312.1	GATA4 ASD2 TACHD VSD1	GATA binding protein 4	Homo sapiens
dd_Smed_v6_996_0_1	2094	PLDB	1.00E-108	e-value	NP_003079.1	FSCN1 FAN1 HSN SNL p55	fascin actin-bundling protein 1	Homo sapiens
dd_Smed_v6_997_0_1	1263	PLDB	2.00E-79	e-value	NP_004528.1	NAP1L1 NAP1 NAP1L NRP	nucleosome assembly protein 1-like 1	Homo sapiens
dd_Smed_v6_9993_0_1	2316	PLDB	4.00E-18	e-value	XP_006721857.1	SUZ12 CHET9 JJAZ1	SUZ12 polycomb repressive complex 2 subunit	Homo sapiens
