Transcript > Id	Transcript > Length	Transcript > Source	Transcript > Blast Sequence Features > evalue	Transcript > Blast Sequence Features > Blast Domain > Symbol	Transcript > Blast Sequence Features > Blast Description	Transcript > Blast Sequence Features > Target Species
dd_Smed_v6_8198_0_1	2428	PLDB	0	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_8198_0_2	2387	PLDB	0	ERCC2 COFS2 EM9 TFIIH TTD XPD	excision repair cross-complementation group 2	Homo sapiens
dd_Smed_v6_8201_0_1	2217	PLDB	0	DNAH10	dynein axonemal heavy chain 10	Homo sapiens
dd_Smed_v6_8204_0_1	1752	PLDB	3.00E-86	FLAD1 FAD1 FADS	flavin adenine dinucleotide synthetase 1	Homo sapiens
dd_Smed_v6_8206_0_1	1245	PLDB	2.00E-149	FEN1 FEN-1 MF1 RAD2	flap structure-specific endonuclease 1	Homo sapiens
dd_Smed_v6_8215_0_2	1715	PLDB	1.00E-80	ORC1 HSORC1 ORC1L PARC1	"origin recognition complex, subunit 1"	Homo sapiens
dd_Smed_v6_82253_0_1	219	PLDB	7.00E-33	RPS3 S3	ribosomal protein S3	Homo sapiens
dd_Smed_v6_8259_0_1	2266	PLDB	1.00E-128	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_82616_0_1	415	PLDB	2.00E-60	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_8282_0_1	1389	PLDB	5.00E-17	AFMID FKF KF KFA	arylformamidase	Homo sapiens
dd_Smed_v6_8296_0_1	1676	PLDB	3.00E-56	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_8307_0_1	475	PLDB	6.00E-34	POLR2L RBP10 RPABC5 RPB10 RPB10beta RPB7.6 hRPB7.6	polymerase (RNA) II subunit L	Homo sapiens
dd_Smed_v6_8311_0_1	1705	PLDB	3.00E-108	TDP1	tyrosyl-DNA phosphodiesterase 1	Homo sapiens
dd_Smed_v6_8311_0_2	1655	PLDB	4.00E-109	TDP1	tyrosyl-DNA phosphodiesterase 1	Homo sapiens
dd_Smed_v6_8326_0_1	1494	PLDB	6.00E-39	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_8349_0_1	2881	PLDB	5.00E-139	PLA2G6 CaI-PLA2 GVI INAD1 IPLA2-VIA NBIA2 NBIA2A NBIA2B PARK14 PLA2 PNPLA9 iPLA2 iPLA2beta	phospholipase A2 group VI	Homo sapiens
dd_Smed_v6_8367_0_1	993	PLDB	6.00E-81	CDC34 E2-CDC34 UBC3 UBCH3 UBE2R1	cell division cycle 34	Homo sapiens
dd_Smed_v6_83886_0_1	323	PLDB	8.00E-36	DNAH5 CILD3 DNAHC5 HL1 KTGNR PCD	dynein axonemal heavy chain 5	Homo sapiens
dd_Smed_v6_8392_0_1	1846	PLDB	0	TPH1 TPRH TRPH	tryptophan hydroxylase 1	Homo sapiens
dd_Smed_v6_8403_0_1	1656	PLDB	1.00E-45	SMPDL3B ASML3B	sphingomyelin phosphodiesterase acid like 3B	Homo sapiens
dd_Smed_v6_8406_0_1	2423	PLDB	2.00E-156	PCSK1 BMIQ12 NEC1 PC1 PC3 SPC3	proprotein convertase subtilisin/kexin type 1	Homo sapiens
dd_Smed_v6_8421_0_1	2204	PLDB	6.00E-64	XRCC5 KARP-1 KARP1 KU80 KUB2 Ku86 NFIV	X-ray repair complementing defective repair in Chinese hamster cells 5	Homo sapiens
dd_Smed_v6_8422_0_1	1574	PLDB	1.00E-171	FUCA2 dJ20N2.5	"fucosidase, alpha-L- 2, plasma"	Homo sapiens
dd_Smed_v6_8462_0_1	12532	PLDB	1.00E-98	PRKDC DNA-PKcs DNAPK DNPK1 HYRC HYRC1 XRCC7 p350	"protein kinase, DNA-activated, catalytic polypeptide"	Homo sapiens
dd_Smed_v6_84834_0_1	632	PLDB	9.00E-51	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_85016_0_1	393	PLDB	8.00E-37	ABCB4 ABC21 GBD1 ICP3 MDR2 MDR2/3 MDR3 PFIC-3 PGY3	ATP binding cassette subfamily B member 4	Homo sapiens
dd_Smed_v6_8502_0_1	4361	PLDB	6.00E-52	DICER1 DCR1 Dicer HERNA MNG1 RMSE2	"dicer 1, ribonuclease type III"	Homo sapiens
dd_Smed_v6_85063_0_1	365	PLDB	2.00E-27	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8520_0_1	1429	PLDB	4.00E-103	CDK9 C-2k CDC2L4 CTK1 PITALRE TAK	cyclin-dependent kinase 9	Homo sapiens
dd_Smed_v6_8534_0_1	3749	PLDB	9.00E-172	ATAD2B	"ATPase family, AAA domain containing 2B"	Homo sapiens
dd_Smed_v6_8535_0_1	2068	PLDB	2.00E-98	ABCD4 ABC41 EST352188 MAHCJ P70R P79R PMP69 PXMP1L	"ATP-binding cassette, sub-family D (ALD), member 4"	Homo sapiens
dd_Smed_v6_8535_0_2	2018	PLDB	3.00E-117	ABCD4 ABC41 EST352188 MAHCJ P70R P79R PMP69 PXMP1L	ATP binding cassette subfamily D member 4	Homo sapiens
dd_Smed_v6_8547_0_1	4162	PLDB	0	TNKS ARTD5 PARP-5a PARP5A PARPL TIN1 TINF1 TNKS1 pART5	tankyrase	Homo sapiens
dd_Smed_v6_854_0_1	6198	PLDB	0	DIP2C KIAA0934	disco interacting protein 2 homolog C	Homo sapiens
dd_Smed_v6_8570_0_1	3495	PLDB	5.00E-123	RECQL4 RECQ4	RecQ like helicase 4	Homo sapiens
dd_Smed_v6_8571_0_1	3440	PLDB	5.00E-171	ABL1 ABL JTK7 bcr/abl c-ABL c-ABL1 p150 v-abl	"ABL proto-oncogene 1, non-receptor tyrosine kinase"	Homo sapiens
dd_Smed_v6_8572_0_1	1497	PLDB	1.00E-39	AGK CATC5 CTRCT38 MTDPS10 MULK	acylglycerol kinase	Homo sapiens
dd_Smed_v6_8578_0_1	5730	PLDB	0	VWA8 KIAA0564	von Willebrand factor A domain containing 8	Homo sapiens
dd_Smed_v6_8580_0_1	2076	PLDB	8.00E-130	GALNT6 GALNAC-T6 GalNAcT6	polypeptide N-acetylgalactosaminyltransferase 6	Homo sapiens
dd_Smed_v6_8596_0_1	1738	PLDB	6.00E-108	PDK2 PDHK2 PDKII	pyruvate dehydrogenase kinase 2	Homo sapiens
dd_Smed_v6_8614_0_1	1188	PLDB	1.00E-100	CDK7 CAK1 CDKN7 HCAK MO15 STK1 p39MO15	cyclin-dependent kinase 7	Homo sapiens
dd_Smed_v6_8618_0_1	6008	PLDB	3.00E-169	SRCAP DOMO1 EAF1 FLHS SWR1	Snf2-related CREBBP activator protein	Homo sapiens
dd_Smed_v6_8626_0_1	813	PLDB	2.00E-154	RAD51 BRCC5 HRAD51 HsRad51 HsT16930 MRMV2 RAD51A RECA	RAD51 recombinase	Homo sapiens
dd_Smed_v6_863_0_1	2577	PLDB	0	HADHA ECHA GBP HADH LCEH LCHAD MTPA TP-ALPHA	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit"	Homo sapiens
dd_Smed_v6_8641_0_1	4212	PLDB	1.00E-67	ERBB4 ALS19 HER4 p180erbB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	Homo sapiens
dd_Smed_v6_8658_0_1	1732	PLDB	3.00E-44	IMPACT RWDD5	impact RWD domain protein	Homo sapiens
dd_Smed_v6_8674_0_1	1809	PLDB	3.00E-92	NADK2 C5orf33 MNADK NADKD1	"NAD kinase 2, mitochondrial"	Homo sapiens
dd_Smed_v6_8689_0_1	2427	PLDB	2.00E-149	SRBD1	S1 RNA binding domain 1	Homo sapiens
dd_Smed_v6_869_0_1	1531	PLDB	7.00E-102	TYMP ECGF ECGF1 MEDPS1 MNGIE MTDPS1 PDECGF TP hPD-ECGF	thymidine phosphorylase	Homo sapiens
dd_Smed_v6_87008_0_1	509	PLDB	2.00E-93	PSMC2 MSS1 Nbla10058 S7	"proteasome 26S subunit, ATPase 2"	Homo sapiens
dd_Smed_v6_8710_0_1	1837	PLDB	6.00E-160	NT5C2 GMP NT5B PNT5 SPG45 SPG65 cN-II	"5'-nucleotidase, cytosolic II"	Homo sapiens
dd_Smed_v6_8732_0_1	1087	PLDB	3.00E-162	RFC2 RFC40	replication factor C subunit 2	Homo sapiens
dd_Smed_v6_8741_0_1	1920	PLDB	8.00E-35	METTL13 5630401D24Rik KIAA0859 feat	methyltransferase like 13	Homo sapiens
dd_Smed_v6_8753_0_1	944	PLDB	3.00E-24	CETN2 CALT CEN2	centrin 2	Homo sapiens
dd_Smed_v6_8754_0_1	5828	PLDB	0	ATR FCTCS FRP1 MEC1 SCKL SCKL1	ATR serine/threonine kinase	Homo sapiens
dd_Smed_v6_8756_0_1	895	PLDB	2.00E-05	HMGB2 HMG2	high mobility group box 2	Homo sapiens
dd_Smed_v6_8766_0_1	1323	PLDB	8.00E-132	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Homo sapiens
dd_Smed_v6_8767_0_1	1153	PLDB	3.00E-98	GRHPR GLXR GLYD PH2	glyoxylate reductase/hydroxypyruvate reductase	Homo sapiens
dd_Smed_v6_88035_0_1	481	PLDB	4.00E-40	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_8855_0_1	1800	PLDB	1.00E-88	ENTPD5 CD39L4 NTPDase-5 PCPH	ectonucleoside triphosphate diphosphohydrolase 5	Homo sapiens
dd_Smed_v6_8918_0_1	2042	PLDB	0	MTHFR	methylenetetrahydrofolate reductase (NAD(P)H)	Homo sapiens
dd_Smed_v6_89277_0_1	386	PLDB	4.00E-52	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_8942_0_1	1723	PLDB	3.00E-118	ALPPL2 ALPG ALPPL GCAP	"alkaline phosphatase, placental like 2"	Homo sapiens
dd_Smed_v6_89592_0_1	267	PLDB	8.00E-44	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens
dd_Smed_v6_8996_0_1	14056	PLDB	0	DYNC1H1 DHC1 DHC1a DNCH1 DNCL DNECL DYHC Dnchc1 HL-3 SMALED1 p22	"dynein, cytoplasmic 1, heavy chain 1"	Homo sapiens
dd_Smed_v6_9009_0_1	7798	PLDB	0	DNAH3 DLP3 DNAHC3B HEL-36 Hsadhc3	"dynein, axonemal, heavy chain 3"	Homo sapiens
dd_Smed_v6_9009_0_2	7751	PLDB	0	DNAH3 DLP3 DNAHC3B HEL-36 Hsadhc3	"dynein, axonemal, heavy chain 3"	Homo sapiens
dd_Smed_v6_90147_0_1	239	PLDB	1.00E-08	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_9016_0_1	1974	PLDB	1.00E-78	ENPP5 NPP-5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	Homo sapiens
dd_Smed_v6_9037_0_1	1096	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_9038_0_1	1736	PLDB	2.00E-18	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_9038_0_2	1131	PLDB	1.00E-18	CASP3 CPP32 CPP32B SCA-1	caspase 3	Homo sapiens
dd_Smed_v6_9039_0_1	716	PLDB	8.00E-74	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_9047_0_1	479	PLDB	3.00E-55	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_9053_0_1	1659	PLDB	4.00E-29	SKI SGS SKV	SKI proto-oncogene	Homo sapiens
dd_Smed_v6_90777_0_1	498	PLDB	1.00E-25	ACSS3	acyl-CoA synthetase short-chain family member 3	Homo sapiens
dd_Smed_v6_907_0_1	2671	PLDB	0	MAT1A MAT MATA1 SAMS SAMS1	methionine adenosyltransferase 1A	Homo sapiens
dd_Smed_v6_9082_0_1	1650	PLDB	3.00E-124	UMPS OPRT	uridine monophosphate synthetase	Homo sapiens
dd_Smed_v6_90952_0_1	393	PLDB	3.00E-62	POLR2B POL2RB RPB2 hRPB140 hsRPB2	"polymerase (RNA) II (DNA directed) polypeptide B, 140kDa"	Homo sapiens
dd_Smed_v6_9107_0_1	1006	PLDB	6.00E-52	UPP2 UDRPASE2 UP2 UPASE2	uridine phosphorylase 2	Homo sapiens
dd_Smed_v6_9118_0_1	1796	PLDB	3.00E-172	ASNS ASNSD TS11	asparagine synthetase (glutamine-hydrolyzing)	Homo sapiens
dd_Smed_v6_9132_0_1	2403	PLDB	2.00E-180	TOP3A TOP3 ZGRF7	topoisomerase (DNA) III alpha	Homo sapiens
dd_Smed_v6_9136_0_1	13025	PLDB	0	DYNC2H1 ATD3 DHC1b DHC2 DNCH2 DYH1B SRPS2B SRTD3 hdhc11	dynein cytoplasmic 2 heavy chain 1	Homo sapiens
dd_Smed_v6_9168_0_1	4955	PLDB	0	POLA1 NSX POLA p180	"polymerase (DNA) alpha 1, catalytic subunit"	Homo sapiens
dd_Smed_v6_9184_0_1	2852	PLDB	5.00E-68	ERN2 IRE1-BETA IRE1b	endoplasmic reticulum to nucleus signaling 2	Homo sapiens
dd_Smed_v6_9191_0_1	2067	PLDB	1.00E-153	DHX8 DDX8 HRH1 PRP22 PRPF22	DEAH-box helicase 8	Homo sapiens
dd_Smed_v6_9208_0_1	4872	PLDB	0	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_9208_0_4	4465	PLDB	0	ABCC2 ABC30 CMOAT DJS MRP2 cMRP	ATP binding cassette subfamily C member 2	Homo sapiens
dd_Smed_v6_9208_0_6	3001	PLDB	8.00E-171	ABCC1 ABC29 ABCC GS-X MRP MRP1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	Homo sapiens
dd_Smed_v6_9208_0_7	2942	PLDB	2.00E-127	ABCC1 ABC29 ABCC GS-X MRP MRP1	ATP binding cassette subfamily C member 1	Homo sapiens
dd_Smed_v6_9208_0_8	2581	PLDB	2.00E-167	ABCC1 ABC29 ABCC GS-X MRP MRP1	"ATP-binding cassette, sub-family C (CFTR/MRP), member 1"	Homo sapiens
dd_Smed_v6_9224_0_1	1719	PLDB	7.00E-24	TUB rd5	tubby bipartite transcription factor	Homo sapiens
dd_Smed_v6_93404_0_1	356	PLDB	2.00E-11	HINFP HiNF-P MIZF ZNF743	histone H4 transcription factor	Homo sapiens
dd_Smed_v6_9344_0_1	703	PLDB	1.00E-42	ISOC1	isochorismatase domain containing 1	Homo sapiens
dd_Smed_v6_9357_0_1	4926	PLDB	0	ABCC1 ABC29 ABCC GS-X MRP MRP1	ATP binding cassette subfamily C member 1	Homo sapiens
dd_Smed_v6_9360_0_1	4634	PLDB	0	SMC1A CDLS2 DXS423E SB1.8 SMC1 SMC1L1 SMC1alpha SMCB	structural maintenance of chromosomes 1A	Homo sapiens
dd_Smed_v6_9360_0_2	4557	PLDB	0	SMC1A CDLS2 DXS423E SB1.8 SMC1 SMC1L1 SMC1alpha SMCB	structural maintenance of chromosomes 1A	Homo sapiens
dd_Smed_v6_9378_0_1	3706	PLDB	4.00E-145	SMARCAD1 ADERM ETL1 HEL1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"	Homo sapiens
dd_Smed_v6_9394_0_1	848	PLDB	5.00E-33	HMGB1 HMG1 HMG3 SBP-1	high mobility group box 1	Homo sapiens
dd_Smed_v6_9396_0_1	1173	PLDB	9.00E-44	ERCC8 CKN1 CSA UVSS2	excision repair cross-complementation group 8	Homo sapiens
dd_Smed_v6_9420_0_1	1675	PLDB	5.00E-126	SUGCT C7orf10 DERP13 ORF19	succinyl-CoA:glutarate-CoA transferase	Homo sapiens
dd_Smed_v6_9424_0_1	1792	PLDB	1.00E-56	TDG hTDG	thymine-DNA glycosylase	Homo sapiens
dd_Smed_v6_9433_0_1	2114	PLDB	3.00E-34	SPATA5 AFG2 SPAF	spermatogenesis associated 5	Homo sapiens
dd_Smed_v6_9441_0_1	1428	PLDB	1.00E-41	CECR5	"cat eye syndrome chromosome region, candidate 5"	Homo sapiens
dd_Smed_v6_9503_0_1	2303	PLDB	5.00E-51	CHRNA4 BFNC EBN EBN1 NACHR NACHRA4 NACRA4	cholinergic receptor nicotinic alpha 4 subunit	Homo sapiens
dd_Smed_v6_95400_0_1	271	PLDB	2.00E-18	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_95472_0_1	261	PLDB	2.00E-17	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_9547_0_1	3610	PLDB	0	RAPGEF4 2 CAMP-GEFII CGEF2 EPAC EPAC 2 EPAC2 Nbla00496	Rap guanine nucleotide exchange factor (GEF) 4	Homo sapiens
dd_Smed_v6_95631_0_1	355	PLDB	1.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_9568_0_1	1154	PLDB	5.00E-117	IQCA1 4930465P12Rik DRC11 IQCA	IQ motif containing with AAA domain 1	Homo sapiens
dd_Smed_v6_9595_0_1	1096	PLDB	5.00E-27	ENDOV	endonuclease V	Homo sapiens
dd_Smed_v6_9595_0_2	1049	PLDB	4.00E-27	ENDOV	endonuclease V	Homo sapiens
dd_Smed_v6_9595_0_3	999	PLDB	2.00E-35	ENDOV	endonuclease V	Homo sapiens
dd_Smed_v6_9598_0_1	2814	PLDB	2.00E-38	ATHL1	"ATH1, acid trehalase-like 1 (yeast)"	Homo sapiens
dd_Smed_v6_9610_0_1	1219	PLDB	8.00E-14	MPPED1 239AB C22orf1 FAM1A	metallophosphoesterase domain containing 1	Homo sapiens
dd_Smed_v6_9617_0_1	5705	PLDB	3.00E-152	AK9 AK 9 AKD1 AKD2 C6orf199 C6orf224 dJ70A9.1	adenylate kinase 9	Homo sapiens
dd_Smed_v6_9619_0_1	947	PLDB	4.00E-51	ERCC1 COFS4 RAD10 UV20	excision repair cross-complementation group 1	Homo sapiens
dd_Smed_v6_962_0_1	2297	PLDB	5.00E-143	YME1L1 FTSH MEG4 PAMP YME1L	YME1 like 1 ATPase	Homo sapiens
dd_Smed_v6_9641_0_1	2066	PLDB	8.00E-162	ABCB8 EST328128 M-ABC1 MABC1	ATP binding cassette subfamily B member 8	Homo sapiens
dd_Smed_v6_9641_0_2	1160	PLDB	9.00E-95	ABCB8 EST328128 M-ABC1 MABC1	ATP binding cassette subfamily B member 8	Homo sapiens
dd_Smed_v6_9682_0_1	2166	PLDB	2.00E-39	RBM15 OTT OTT1 SPEN	RNA binding motif protein 15	Homo sapiens
dd_Smed_v6_9695_0_1	1205	PLDB	7.00E-143	RFC3 RFC38	replication factor C subunit 3	Homo sapiens
dd_Smed_v6_9745_0_1	1244	PLDB	9.00E-61	AGPAT4 1-AGPAT4 LPAAT-delta dJ473J16.2	1-acylglycerol-3-phosphate O-acyltransferase 4	Homo sapiens
dd_Smed_v6_97749_0_1	270	PLDB	1.00E-15	GYG1 GSD15 GYG	glycogenin 1	Homo sapiens
dd_Smed_v6_98270_0_1	338	PLDB	2.00E-06	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens
dd_Smed_v6_9841_0_1	2294	PLDB	2.00E-168	PDE4D ACRDYS2 DPDE3 HSPDE4D PDE43 PDE4DN2 STRK1	"phosphodiesterase 4D, cAMP-specific"	Homo sapiens
dd_Smed_v6_9943_0_1	2654	PLDB	9.00E-166	RAD54B RDH54	RAD54 homolog B (S. cerevisiae)	Homo sapiens
dd_Smed_v6_99662_0_1	241	PLDB	2.00E-31	POLR2A POLR2 POLRA RPB1 RPBh1 RPO2 RPOL2 RpIILS hRPB220 hsRPB1	polymerase (RNA) II subunit A	Homo sapiens
dd_Smed_v6_9966_0_3	840	PLDB	1.00E-88	NTHL1 NTH1 OCTS3 hNTH1	nth endonuclease III-like 1 (E. coli)	Homo sapiens
dd_Smed_v6_9996_0_1	2397	PLDB	0	ERCC3 BTF2 GTF2H RAD25 TFIIH XPB	excision repair cross-complementation group 3	Homo sapiens
