Contig.primaryIdentifier	Contig.length	Contig.blastHits.score	Contig.blastHits.blastDomain.symbol	Contig.blastHits.blastDomain.description	Contig.blastHits.blastDomain.species	Contig.blastHits.blastDomain.primaryIdentifier
dd_Smed_v6_5110_0_1	1465	2.00E-06	USE1 P31 SLT1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	Homo sapiens	NP_060937.1
dd_Smed_v6_5111_0_1	2920	3.00E-36	EIF2AK3 PEK PERK WRS	eukaryotic translation initiation factor 2 alpha kinase 3	Homo sapiens	XP_005264706.1
dd_Smed_v6_5111_0_2	2683	3.00E-36	EIF2AK3 PEK PERK WRS	eukaryotic translation initiation factor 2 alpha kinase 3	Homo sapiens	XP_005264706.1
dd_Smed_v6_5115_0_1	1639	0	RTCB C22orf28 DJ149A16.6 FAAP	"RNA 2',3'-cyclic phosphate and 5'-OH ligase"	Homo sapiens	NP_055121.1
dd_Smed_v6_5116_0_1	1207	7.00E-120	PPIE CYP-33 CYP33	peptidylprolyl isomerase E	Homo sapiens	XP_006710353.1
dd_Smed_v6_51187_0_1	397	5.00E-11	ACTR1B ARP1B CTRN2 PC3	"ARP1 actin-related protein 1 homolog B, centractin beta"	Homo sapiens	NP_005726.1
dd_Smed_v6_5119_0_1	2756	2.00E-46	AK5 AK6	adenylate kinase 5	Homo sapiens	XP_005270796.1
dd_Smed_v6_5119_0_2	2534	4.00E-47	AK5 AK6	adenylate kinase 5	Homo sapiens	XP_005270796.1
dd_Smed_v6_511_0_1	1490	0	HSPA5 BIP GRP78 HEL-S-89n MIF2	heat shock protein family A (Hsp70) member 5	Homo sapiens	NP_005338.1
dd_Smed_v6_5120_0_1	789	1.00E-55	ASF1B CIA-II	anti-silencing function 1B histone chaperone	Homo sapiens	NP_060624.1
dd_Smed_v6_5121_0_1	3820	0	ATP11A ATPIH ATPIS	"ATPase, class VI, type 11A"	Homo sapiens	NP_056020.2
dd_Smed_v6_51242_0_1	244	8.00E-18	PPP4C PP4 PP4C PPH3 PPP4 PPX	"protein phosphatase 4, catalytic subunit"	Homo sapiens	XP_005255476.1
dd_Smed_v6_5124_0_1	4242	4.00E-156	MARK3 CTAK1 KP78 PAR1A Par-1a	MAP/microtubule affinity-regulating kinase 3	Homo sapiens	NP_001122392.1
dd_Smed_v6_5124_0_2	4173	2.00E-156	MARK3 CTAK1 KP78 PAR1A Par-1a	MAP/microtubule affinity-regulating kinase 3	Homo sapiens	NP_001122392.1
dd_Smed_v6_5125_0_1	1898	2.00E-70	SLC47A2 MATE2 MATE2-B MATE2-K MATE2K	solute carrier family 47 member 2	Homo sapiens	NP_001093116.1
dd_Smed_v6_5125_0_2	626	3.00E-22	SLC47A2 MATE2 MATE2-B MATE2-K MATE2K	solute carrier family 47 member 2	Homo sapiens	NP_690872.2
dd_Smed_v6_5130_0_1	4213	0	PFAS FGAMS FGARAT PURL	phosphoribosylformylglycinamidine synthase	Homo sapiens	NP_036525.1
dd_Smed_v6_5131_0_1	3386	3.00E-104	TLE4 BCE-1 BCE1 E(spI) ESG ESG4 GRG4	transducin-like enhancer of split 4	Homo sapiens	NP_001269682.1
dd_Smed_v6_5135_0_1	578	5.00E-20	PPP1R2 IPP-2 IPP2	protein phosphatase 1 regulatory inhibitor subunit 2	Homo sapiens	NP_006232.1
dd_Smed_v6_5138_0_1	2371	8.00E-41	MAP3K3 MAPKKK3 MEKK3	mitogen-activated protein kinase kinase kinase 3	Homo sapiens	XP_006721972.1
dd_Smed_v6_5138_0_2	2170	6.00E-41	MAP3K3 MAPKKK3 MEKK3	mitogen-activated protein kinase kinase kinase 3	Homo sapiens	XP_006721972.1
dd_Smed_v6_5139_0_1	1026	2.00E-98	WDR61 REC14 SKI8	WD repeat domain 61	Homo sapiens	NP_079510.1
dd_Smed_v6_513_0_1	1808	0	PCCB	propionyl-CoA carboxylase beta subunit	Homo sapiens	NP_000523.2
dd_Smed_v6_5140_0_1	1200	3.00E-24	NUP50 NPAP60 NPAP60L	nucleoporin 50kDa	Homo sapiens	NP_009103.2
dd_Smed_v6_5141_0_1	1472	1.00E-47	LMLN GP63 INV IX14 MSP	leishmanolysin like peptidase	Homo sapiens	NP_001129521.2
dd_Smed_v6_5144_0_1	3228	5.00E-122	KIAA1324L EIG121L	KIAA1324-like	Homo sapiens	NP_001136221.1
dd_Smed_v6_5144_0_2	3204	8.00E-122	KIAA1324L EIG121L	KIAA1324-like	Homo sapiens	NP_001136221.1
dd_Smed_v6_5144_0_3	3198	6.00E-122	KIAA1324L EIG121L	KIAA1324-like	Homo sapiens	NP_001136221.1
dd_Smed_v6_5144_0_4	3174	6.00E-122	KIAA1324L EIG121L	KIAA1324-like	Homo sapiens	NP_001136221.1
dd_Smed_v6_5146_0_1	952	2.00E-42	TMEM147 NIFIE14	transmembrane protein 147	Homo sapiens	NP_116024.1
dd_Smed_v6_5148_0_1	1448	2.00E-89	PM20D2 ACY1L2 bA63L7.3	peptidase M20 domain containing 2	Homo sapiens	NP_001010853.1
dd_Smed_v6_51494_0_1	663	5.00E-06	SVOPL	SVOP like	Homo sapiens	NP_777619.1
dd_Smed_v6_514_0_1	361	1.00E-06	TIMM8A DDP DDP1 DFN1 MTS TIM8	translocase of inner mitochondrial membrane 8 homolog A (yeast)	Homo sapiens	NP_004076.1
dd_Smed_v6_51503_0_1	713	4.00E-34	SLC13A2 NADC1 NaCT NaDC-1 SDCT1	solute carrier family 13 member 2	Homo sapiens	XP_006722228.1
dd_Smed_v6_5150_0_1	580	2.00E-10	VAMP8 EDB VAMP-8	vesicle associated membrane protein 8	Homo sapiens	NP_003752.2
dd_Smed_v6_5151_0_1	1595	2.00E-96	WDR70	WD repeat domain 70	Homo sapiens	NP_060504.1
dd_Smed_v6_5152_0_1	1145	3.00E-25	MTX1 MTX MTXN	metaxin 1	Homo sapiens	NP_002446.3
dd_Smed_v6_5153_0_1	2124	1.00E-69	SLC39A10 LZT-Hs2	solute carrier family 39 member 10	Homo sapiens	NP_065075.1
dd_Smed_v6_5156_0_1	1890	1.00E-39	HIST1H2AA H2AA H2AFR bA317E16.2	"histone cluster 1, H2aa"	Homo sapiens	NP_734466.1
dd_Smed_v6_5156_0_2	1461	4.00E-40	HIST1H2AA H2AA H2AFR bA317E16.2	"histone cluster 1, H2aa"	Homo sapiens	NP_734466.1
dd_Smed_v6_5157_0_1	2625	9.00E-56	TFIP11 NTR1 Spp382 TIP39 bK445C9.6 hNtr1	tuftelin interacting protein 11	Homo sapiens	NP_036275.1
dd_Smed_v6_5162_0_1	1403	2.00E-155	PRKACA PKACA	"protein kinase, cAMP-dependent, catalytic, alpha"	Homo sapiens	NP_002721.1
dd_Smed_v6_5163_0_1	1465	5.00E-132	KATNA1	katanin catalytic subunit A1	Homo sapiens	NP_008975.1
dd_Smed_v6_5164_0_1	2087	4.00E-52	GOLGA5 GOLIM5 RFG5 ret-II	golgin A5	Homo sapiens	NP_005104.3
dd_Smed_v6_5165_0_1	7815	7.00E-65	KMT2C HALR MLL3	lysine (K)-specific methyltransferase 2C	Homo sapiens	NP_733751.2
dd_Smed_v6_5165_0_2	7731	7.00E-65	KMT2C HALR MLL3	lysine (K)-specific methyltransferase 2C	Homo sapiens	NP_733751.2
dd_Smed_v6_51660_0_1	504	2.00E-19	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245428.1
dd_Smed_v6_51660_0_2	503	3.00E-11	POGK BASS2 KRBOX2	pogo transposable element with KRAB domain	Homo sapiens	XP_005245429.1
dd_Smed_v6_51663_0_1	794	9.00E-29	GABBR2 GABABR2 GPR51 GPRC3B HG20 HRIHFB2099	gamma-aminobutyric acid type B receptor subunit 2	Homo sapiens	XP_005252373.1
dd_Smed_v6_5169_0_1	8925	0	DNAH10	dynein axonemal heavy chain 10	Homo sapiens	NP_997320.2
dd_Smed_v6_5170_0_1	2910	1.00E-156	XPR1 SYG1 X3	xenotropic and polytropic retrovirus receptor 1	Homo sapiens	NP_004727.2
dd_Smed_v6_5172_0_1	1799	2.00E-39	ASPSCR1 ASPCR1 ASPL ASPS RCC17 TUG UBXD9 UBXN9	"alveolar soft part sarcoma chromosome region, candidate 1"	Homo sapiens	NP_076988.1
dd_Smed_v6_51730_0_3	931	1.00E-79	POLQ POLH PRO0327	"polymerase (DNA directed), theta"	Homo sapiens	XP_006713543.1
dd_Smed_v6_51730_0_4	884	3.00E-71	POLQ POLH PRO0327	"polymerase (DNA directed), theta"	Homo sapiens	XP_006713543.1
dd_Smed_v6_5173_0_1	1132	2.00E-101	RNF41 FLRF NRDP1	"ring finger protein 41, E3 ubiquitin protein ligase"	Homo sapiens	NP_005776.1
dd_Smed_v6_5175_0_1	4076	0	NPC1 NPC	NPC intracellular cholesterol transporter 1	Homo sapiens	NP_000262.2
dd_Smed_v6_5178_0_1	2170	5.00E-23	SFSWAP SFRS8 SWAP	"splicing factor, suppressor of white-apricot family"	Homo sapiens	XP_006719621.1
dd_Smed_v6_5178_0_2	2118	5.00E-23	SFSWAP SFRS8 SWAP	"splicing factor, suppressor of white-apricot family"	Homo sapiens	XP_006719621.1
dd_Smed_v6_5178_0_3	2113	5.00E-23	SFSWAP SFRS8 SWAP	"splicing factor, suppressor of white-apricot family"	Homo sapiens	NP_001248340.1
dd_Smed_v6_5178_0_4	2061	5.00E-23	SFSWAP SFRS8 SWAP	"splicing factor, suppressor of white-apricot family"	Homo sapiens	XP_006719621.1
dd_Smed_v6_5179_0_1	962	1.00E-19	C9orf171	chromosome 9 open reading frame 171	Homo sapiens	NP_001269886.1
dd_Smed_v6_5180_0_1	2465	8.00E-125	CUL2	cullin 2	Homo sapiens	NP_003582.2
dd_Smed_v6_5181_0_1	2534	8.00E-96	TBC1D5	"TBC1 domain family, member 5"	Homo sapiens	NP_055559.1
dd_Smed_v6_51829_0_1	1452	9.00E-12	ZC2HC1A C8orf70 FAM164A	"zinc finger, C2HC-type containing 1A"	Homo sapiens	XP_006716517.1
dd_Smed_v6_51840_0_1	566	1.00E-23	FAM200B	family with sequence similarity 200 member B	Homo sapiens	NP_001138663.1
dd_Smed_v6_5184_0_1	531	1.00E-11	BLOC1S4 BCAS4L BLOS4 CNO	biogenesis of lysosomal organelles complex 1 subunit 4	Homo sapiens	NP_060836.1
dd_Smed_v6_5185_0_1	4271	0	UPF1 HUPF1 NORF1 RENT1 pNORF1 smg-2	"UPF1, RNA helicase and ATPase"	Homo sapiens	NP_002902.2
dd_Smed_v6_5186_0_1	1522	1.00E-24	TBCEL El LRRC35	tubulin folding cofactor E-like	Homo sapiens	NP_689928.3
dd_Smed_v6_5187_0_1	6351	4.00E-87	FREM1 BNAR C9orf143 C9orf145 C9orf154 MOTA TILRR TRIGNO2	FRAS1 related extracellular matrix 1	Homo sapiens	NP_659403.4
dd_Smed_v6_5189_0_1	763	4.00E-14	TNFAIP8 GG2-1 MDC-3.13 NDED SCC-S2 SCCS2	TNF alpha induced protein 8	Homo sapiens	NP_055165.2
dd_Smed_v6_51910_0_1	1249	0	PKM CTHBP HEL-S-30 OIP3 PK3 PKM2 TCB THBP1	"pyruvate kinase, muscle"	Homo sapiens	NP_002645.3
dd_Smed_v6_5193_0_1	1059	4.00E-10	PLAC8 C15 DGIC onzin	placenta-specific 8	Homo sapiens	NP_057703.1
dd_Smed_v6_5197_0_1	1463	2.00E-58	MRPL15 L15mt MRP-L15 MRP-L7 RPML7	mitochondrial ribosomal protein L15	Homo sapiens	NP_054894.1
dd_Smed_v6_5198_0_1	3971	1.00E-83	MAP3K1 MAPKKK1 MEKK MEKK 1 MEKK1 SRXY6	"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase"	Homo sapiens	XP_005248577.1
dd_Smed_v6_5202_0_1	1396	3.00E-101	ADIPOR2 ACDCR2 PAQR2	adiponectin receptor 2	Homo sapiens	NP_078827.2
dd_Smed_v6_52036_0_1	385	2.00E-52	PPP1CB HEL-S-80p PP-1B PP1B PP1beta PPP1CD	protein phosphatase 1 catalytic subunit beta	Homo sapiens	NP_002700.1
dd_Smed_v6_5203_0_1	4459	4.00E-34	NUP160	nucleoporin 160kDa	Homo sapiens	XP_006718233.1
dd_Smed_v6_52053_0_1	566	1.00E-40	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	Homo sapiens	NP_001092878.1
dd_Smed_v6_5205_0_1	2571	0	DDX42 DDX42P RHELP RNAHP SF3B8 SF3b125	DEAD-box helicase 42	Homo sapiens	NP_031398.2
dd_Smed_v6_5206_0_1	1219	3.00E-163	PPP5C PP5 PPP5 PPT	protein phosphatase 5 catalytic subunit	Homo sapiens	NP_006238.1
dd_Smed_v6_5209_0_1	1107	8.00E-20	TSPAN11 VSSW1971	tetraspanin 11	Homo sapiens	NP_001073978.1
dd_Smed_v6_52102_0_1	676	3.00E-18	SETMAR HsMar1 METNASE Mar1	SET domain and mariner transposase fusion gene	Homo sapiens	XP_006713358.1
dd_Smed_v6_5210_0_1	2374	8.00E-96	COG2 LDLC	component of oligomeric golgi complex 2	Homo sapiens	NP_031383.1
dd_Smed_v6_52111_0_1	887	1.00E-99	DNAH9 DNAH17L DNEL1 DYH9 Dnahc9 HL-20 HL20	dynein axonemal heavy chain 9	Homo sapiens	NP_004653.2
dd_Smed_v6_5214_0_1	2106	5.00E-20	LRRFIP2 HUFI-2	leucine rich repeat (in FLII) interacting protein 2	Homo sapiens	XP_006713467.1
dd_Smed_v6_5214_0_2	2085	8.00E-21	LRRFIP2 HUFI-2	leucine rich repeat (in FLII) interacting protein 2	Homo sapiens	NP_060194.1
dd_Smed_v6_5215_0_1	677	1.00E-09	GATC 15E1.2	"glutamyl-tRNA(Gln) amidotransferase, subunit C"	Homo sapiens	NP_789788.1
dd_Smed_v6_5216_0_1	1155	5.00E-38	SERGEF DELGEF Gnefr	secretion regulating guanine nucleotide exchange factor	Homo sapiens	NP_036271.1
dd_Smed_v6_5218_0_1	3145	1.00E-47	TSGA10 CEP4L CT79	testis specific 10	Homo sapiens	NP_079520.1
dd_Smed_v6_5219_0_1	1427	4.00E-79	KIN BTCD KIN17 Rts2	Kin17 DNA and RNA binding protein	Homo sapiens	NP_036443.1
dd_Smed_v6_5220_0_1	1385	6.00E-136	AMDHD1	amidohydrolase domain containing 1	Homo sapiens	NP_689648.2
dd_Smed_v6_52215_0_1	861	4.00E-26	NPFFR2 GPR74 HLWAR77 NPFF2 NPGPR	neuropeptide FF receptor 2	Homo sapiens	NP_001138228.1
dd_Smed_v6_5222_0_1	7033	1.00E-59	ZSWIM8 KIAA0913	"zinc finger, SWIM-type containing 8"	Homo sapiens	XP_005269710.1
dd_Smed_v6_5223_0_1	599	1.00E-89	TXNL4A DIB1 DIM1 HsT161 SNRNP15 TXNL4 U5-15kD	thioredoxin-like 4A	Homo sapiens	NP_006692.1
dd_Smed_v6_5224_0_1	592	1.00E-14	GTF2A2 HsT18745 TF2A2 TFIIA	"general transcription factor IIA, 2, 12kDa"	Homo sapiens	NP_004483.1
dd_Smed_v6_52262_0_1	1370	3.00E-26	ZNF714	zinc finger protein 714	Homo sapiens	NP_872321.2
dd_Smed_v6_5226_0_1	1675	4.00E-104	PMPCA Alpha-MPP INPP5E P-55	peptidase (mitochondrial processing) alpha	Homo sapiens	NP_055975.1
dd_Smed_v6_52293_0_1	737	4.00E-66	KIF28P	"kinesin family member 28, pseudogene"	Homo sapiens	XP_001717126.5
dd_Smed_v6_52295_0_1	898	2.00E-33	DRD3 D3DR ETM1 FET1	dopamine receptor D3	Homo sapiens	XP_006713585.1
dd_Smed_v6_5229_0_1	1826	8.00E-132	PANK2 C20orf48 HARP HSS NBIA1 PKAN	pantothenate kinase 2	Homo sapiens	XP_005260892.1
dd_Smed_v6_5229_0_2	1812	6.00E-115	PANK2 C20orf48 HARP HSS NBIA1 PKAN	pantothenate kinase 2	Homo sapiens	NP_705902.2
dd_Smed_v6_522_0_1	1028	3.00E-84	RALA RAL	RALA Ras like proto-oncogene A	Homo sapiens	NP_005393.2
dd_Smed_v6_52385_0_1	306	2.00E-06	UBA52 CEP52 HUBCEP52 L40 RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	Homo sapiens	XP_005260108.1
dd_Smed_v6_5238_0_1	1663	1.00E-47	MFSD7	major facilitator superfamily domain containing 7	Homo sapiens	XP_005272356.1
dd_Smed_v6_52394_0_1	1414	2.00E-49	FMR1 FMRP FRAXA POF POF1	fragile X mental retardation 1	Homo sapiens	NP_001172011.1
dd_Smed_v6_5239_0_1	1268	2.00E-108	ECI2 ACBD2 DRS-1 DRS1 HCA88 PECI dJ1013A10.3	enoyl-CoA delta isomerase 2	Homo sapiens	NP_996667.2
dd_Smed_v6_523_0_1	1890	2.00E-56	ELOVL3 CIG-30 CIG30	ELOVL fatty acid elongase 3	Homo sapiens	NP_689523.1
dd_Smed_v6_52417_0_1	334	3.00E-05	BEST3 VMD2L3	bestrophin 3	Homo sapiens	XP_005268731.1
dd_Smed_v6_5244_0_1	3434	2.00E-121	TTBK1 BDTK	tau tubulin kinase 1	Homo sapiens	XP_006715292.1
dd_Smed_v6_5245_0_1	451	1.00E-14	GLIPR1L1 ALKN2972 PRO7434	GLI pathogenesis related 1 like 1	Homo sapiens	NP_689992.1
dd_Smed_v6_5246_0_1	1197	6.00E-16	RBM34	RNA binding motif protein 34	Homo sapiens	NP_055829.2
dd_Smed_v6_5253_0_2	1695	2.00E-12	DLGAP4 DAP-4 DAP4 DLP4 SAPAP-4 SAPAP4	discs large homolog associated protein 4	Homo sapiens	NP_001035951.1
dd_Smed_v6_5254_0_1	705	6.00E-10	TRAF3 CAP-1 CAP1 CD40bp CRAF1 IIAE5 LAP1	TNF receptor associated factor 3	Homo sapiens	NP_001186356.1
dd_Smed_v6_5255_0_1	1906	4.00E-34	NEK3 HSPK36	NIMA related kinase 3	Homo sapiens	NP_002489.1
dd_Smed_v6_5257_0_1	965	2.00E-24	TRA2B Htra2-beta PPP1R156 SFRS10 SRFS10 TRA2-BETA TRAN2B	transformer 2 beta homolog (Drosophila)	Homo sapiens	NP_001230808.1
dd_Smed_v6_525_0_1	1747	0	CCT2 99D8.1 CCT-beta CCTB HEL-S-100n PRO1633 TCP-1-beta	chaperonin containing TCP1 subunit 2	Homo sapiens	NP_006422.1
dd_Smed_v6_5260_0_1	2494	9.00E-25	RNF145	ring finger protein 145	Homo sapiens	NP_001186310.1
dd_Smed_v6_5262_0_1	2042	3.00E-85	INTS9 CPSF2L INT9 RC74	integrator complex subunit 9	Homo sapiens	NP_001138631.1
dd_Smed_v6_5265_0_1	1548	6.00E-26	TTC14 DRDL5813 PRO19630	tetratricopeptide repeat domain 14	Homo sapiens	NP_001036066.1
dd_Smed_v6_5266_0_1	1267	4.00E-54	HPCAL1 BDR1 HLP2 VILIP-3	hippocalcin like 1	Homo sapiens	NP_002140.2
dd_Smed_v6_5267_0_1	1394	3.00E-23	SNX7	sorting nexin 7	Homo sapiens	XP_006710741.1
dd_Smed_v6_5268_0_1	1029	9.00E-94	DIMT1 DIM1 DIMT1L HSA9761 HUSSY5	DIM1 dimethyladenosine transferase 1 homolog	Homo sapiens	NP_055288.1
dd_Smed_v6_526_0_1	1499	0	AHCY SAHH adoHcyase	adenosylhomocysteinase	Homo sapiens	NP_000678.1
dd_Smed_v6_52707_0_1	860	5.00E-34	CCDC40 CILD15 FAP172	coiled-coil domain containing 40	Homo sapiens	XP_005257548.1
dd_Smed_v6_52707_0_2	723	1.00E-30	CCDC40 CILD15 FAP172	coiled-coil domain containing 40	Homo sapiens	XP_005257548.1
dd_Smed_v6_52712_0_1	680	1.00E-19	LRRC40 dJ677H15.1	leucine rich repeat containing 40	Homo sapiens	NP_060238.3
dd_Smed_v6_5271_0_1	1520	3.00E-136	ZMPSTE24 FACE-1 FACE1 HGPS PRO1 STE24 Ste24p	zinc metallopeptidase STE24	Homo sapiens	NP_005848.2
dd_Smed_v6_52748_0_1	640	8.00E-33	ZBED9 Buster4 SCAND3 ZFP38-L ZNF305P2 ZNF452 dJ1186N24.3	zinc finger BED-type containing 9	Homo sapiens	XP_006725534.1
dd_Smed_v6_5274_0_1	1940	7.00E-113	WDR13 MG21	WD repeat domain 13	Homo sapiens	NP_060353.2
dd_Smed_v6_5277_0_1	2534	0	NPLOC4 NPL4	"NPL4 homolog, ubiquitin recognition factor"	Homo sapiens	NP_060391.2
dd_Smed_v6_5277_1_2	1378	2.00E-50	CCDC101 SGF29 STAF36	coiled-coil domain containing 101	Homo sapiens	NP_612423.1
dd_Smed_v6_5277_1_3	1318	6.00E-55	CCDC101 SGF29 STAF36	coiled-coil domain containing 101	Homo sapiens	NP_612423.1
dd_Smed_v6_5278_0_1	3138	1.00E-16	COG1 CDG2G LDLB	component of oligomeric golgi complex 1	Homo sapiens	NP_061184.1
dd_Smed_v6_5279_0_1	1322	2.00E-12	NDUFA10 CI-42KD CI-42k	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"	Homo sapiens	NP_004535.1
dd_Smed_v6_527_0_1	1890	0	CCT6A CCT-zeta CCT-zeta-1 CCT6 Cctz HTR3 MoDP-2 TCP-1-zeta TCP20 TCPZ TTCP20	chaperonin containing TCP1 subunit 6A	Homo sapiens	NP_001753.1
dd_Smed_v6_5287_0_1	2069	3.00E-93	MPP2 DLG2	membrane palmitoylated protein 2	Homo sapiens	NP_005365.4
dd_Smed_v6_5288_0_1	2958	6.00E-34	SLC22A5 CDSP OCTN2 OCTN2VT	"solute carrier family 22 (organic cation/carnitine transporter), member 5"	Homo sapiens	NP_003051.1
dd_Smed_v6_5292_0_1	1411	2.00E-28	TRPT1	tRNA phosphotransferase 1	Homo sapiens	NP_001028850.2
dd_Smed_v6_5292_0_2	1344	9.00E-28	TRPT1	tRNA phosphotransferase 1	Homo sapiens	NP_001028850.2
dd_Smed_v6_5294_0_1	1631	1.00E-22	SLC18B1 C6orf192 dJ55C23.6	solute carrier family 18 member B1	Homo sapiens	NP_439896.1
dd_Smed_v6_5295_0_1	2253	3.00E-134	MTIF2	mitochondrial translational initiation factor 2	Homo sapiens	NP_002444.2
dd_Smed_v6_52996_0_1	964	2.00E-111	PSMD7 MOV34 P40 Rpn8 S12	"proteasome 26S subunit, non-ATPase 7"	Homo sapiens	NP_002802.2
dd_Smed_v6_5299_0_1	1549	1.00E-45	PDP2 PPM2C2	pyruvate dehyrogenase phosphatase catalytic subunit 2	Homo sapiens	NP_065837.1
dd_Smed_v6_52_0_1	875	2.00E-16	YBX2 CONTRIN CSDA3 DBPC MSY2	Y-box binding protein 2	Homo sapiens	NP_057066.2
dd_Smed_v6_53006_0_1	1193	1.00E-33	TGFBR1 AAT5 ACVRLK4 ALK-5 ALK5 ESS1 LDS1 LDS1A LDS2A MSSE SKR4 TGFR-1	"transforming growth factor, beta receptor 1"	Homo sapiens	NP_001124388.1
dd_Smed_v6_5300_0_1	3069	9.00E-35	PACS1 MRD17	phosphofurin acidic cluster sorting protein 1	Homo sapiens	NP_060496.2
dd_Smed_v6_5304_0_1	1460	8.00E-53	SLC35E1	solute carrier family 35 member E1	Homo sapiens	NP_079157.3
dd_Smed_v6_5305_0_1	2190	4.00E-53	FAF1 HFAF1s UBXD12 UBXN3A hFAF1	Fas (TNFRSF6) associated factor 1	Homo sapiens	NP_008982.1
dd_Smed_v6_5305_0_2	2135	2.00E-57	FAF1 HFAF1s UBXD12 UBXN3A hFAF1	Fas (TNFRSF6) associated factor 1	Homo sapiens	NP_008982.1
dd_Smed_v6_5305_0_3	2126	3.00E-55	FAF1 HFAF1s UBXD12 UBXN3A hFAF1	Fas (TNFRSF6) associated factor 1	Homo sapiens	NP_008982.1
dd_Smed_v6_5305_0_4	2071	3.00E-60	FAF1 HFAF1s UBXD12 UBXN3A hFAF1	Fas (TNFRSF6) associated factor 1	Homo sapiens	NP_008982.1
dd_Smed_v6_5306_0_1	1041	2.00E-74	RAB27B C25KG	"RAB27B, member RAS oncogene family"	Homo sapiens	NP_004154.2
dd_Smed_v6_5309_0_1	1200	3.00E-12	UPF3B HUPF3B MRX62 MRXS14 RENT3B UPF3X	UPF3 regulator of nonsense transcripts homolog B (yeast)	Homo sapiens	XP_005262515.1
dd_Smed_v6_530_0_1	844	1.00E-16	TSTD1 KAT	thiosulfate sulfurtransferase like domain containing 1	Homo sapiens	NP_001106678.1
dd_Smed_v6_5310_0_1	979	7.00E-89	ARL1 ARFL1	ADP ribosylation factor like GTPase 1	Homo sapiens	NP_001168.1
dd_Smed_v6_5312_0_1	1212	1.00E-33	SSB LARP3 La La/SSB	Sjogren syndrome antigen B	Homo sapiens	NP_003133.1
dd_Smed_v6_53135_0_1	912	4.00E-21	ZBED5 Buster1	zinc finger BED-type containing 5	Homo sapiens	NP_067034.2
dd_Smed_v6_5314_0_1	6009	0	ARFGEF2 BIG2 PVNH2 dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2	Homo sapiens	NP_006411.2
dd_Smed_v6_5314_0_2	5826	0	ARFGEF2 BIG2 PVNH2 dJ1164I10.1	ADP ribosylation factor guanine nucleotide exchange factor 2	Homo sapiens	NP_006411.2
dd_Smed_v6_5316_0_1	1456	2.00E-52	YTHDF2 HGRG8 NY-REN-2	"YTH domain family, member 2"	Homo sapiens	NP_057342.2
dd_Smed_v6_53172_0_1	478	2.00E-47	DDC AADC	dopa decarboxylase	Homo sapiens	NP_001229819.1
dd_Smed_v6_5317_0_1	1898	2.00E-43	MEF2A ADCAD1 RSRFC4 RSRFC9 mef2	myocyte enhancer factor 2A	Homo sapiens	XP_005254973.1
dd_Smed_v6_5318_0_1	562	4.00E-41	LSM2 C6orf28 G7B YBL026W snRNP	"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated"	Homo sapiens	NP_067000.1
dd_Smed_v6_5319_0_1	1595	6.00E-34	PPAT ATASE GPAT PRAT	phosphoribosyl pyrophosphate amidotransferase	Homo sapiens	NP_002694.3
dd_Smed_v6_5322_0_1	1776	2.00E-91	MTMR9 C8orf9 LIP-STYX MTMR8	myotubularin related protein 9	Homo sapiens	NP_056273.2
dd_Smed_v6_5323_0_1	1721	4.00E-20	RASSF1 123F2 NORE2A RASSF1A RDA32 REH3P21	Ras association domain family member 1	Homo sapiens	NP_733830.1
dd_Smed_v6_5323_0_2	1346	2.00E-05	KIAA1430	KIAA1430	Homo sapiens	XP_006714343.1
dd_Smed_v6_5324_0_1	1060	1.00E-80	AP2S1 AP17 CLAPS2 FBH3 FBHOk HHC3	"adaptor-related protein complex 2, sigma 1 subunit"	Homo sapiens	XP_005258557.1
dd_Smed_v6_5325_0_1	13132	1.00E-71	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens	XP_006724535.1
dd_Smed_v6_5325_0_2	13108	1.00E-71	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens	XP_006724535.1
dd_Smed_v6_5325_0_3	13018	2.00E-80	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens	NP_004008.1
dd_Smed_v6_5325_0_4	12994	2.00E-80	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens	NP_004008.1
dd_Smed_v6_5325_0_6	5783	3.00E-81	DMD BMD CMD3B DXS142 DXS164 DXS206 DXS230 DXS239 DXS268 DXS269 DXS270 DXS272 MRX85	dystrophin	Homo sapiens	NP_004008.1
