Transcript_Id	Length	Source	evalue	Blast_Symbol	Blast_Description	Target_Species
dd_Smed_v6_8926_0_2	5496	PLDB	1.00E-67	CACNA2D3 HSA272268	"calcium channel, voltage-dependent, alpha 2/delta subunit 3"	Homo sapiens
dd_Smed_v6_8942_0_1	1723	PLDB	3.00E-118	ALPPL2 ALPG ALPPL GCAP	"alkaline phosphatase, placental like 2"	Homo sapiens
dd_Smed_v6_8947_0_1	1557	PLDB	1.00E-65	GNA13 G13	G protein subunit alpha 13	Homo sapiens
dd_Smed_v6_894_0_1	876	PLDB	1.00E-40	FKBP1B FKBP12.6 FKBP1L OTK4 PKBP1L PPIase	FK506 binding protein 1B	Homo sapiens
dd_Smed_v6_8956_0_2	3496	PLDB	0	ATP7B PWD WC1 WD WND	ATPase copper transporting beta	Homo sapiens
dd_Smed_v6_8957_0_1	409	PLDB	3.00E-83	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_89967_0_1	208	PLDB	2.00E-06	BEST1 ARB BEST BMD RP50 TU15B VMD2	bestrophin 1	Homo sapiens
dd_Smed_v6_9013_0_1	1253	PLDB	3.00E-51	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_9013_0_2	1070	PLDB	2.00E-34	NUCB1 CALNUC NUC	nucleobindin 1	Homo sapiens
dd_Smed_v6_9019_0_1	822	PLDB	7.00E-16	MCUR1 C6orf79 CCDC90A	mitochondrial calcium uniporter regulator 1	Homo sapiens
dd_Smed_v6_9028_0_1	1512	PLDB	6.00E-34	KCNK1 DPK HOHO K2P1 K2p1.1 KCNO1 TWIK-1 TWIK1	potassium two pore domain channel subfamily K member 1	Homo sapiens
dd_Smed_v6_9037_0_1	1096	PLDB	0	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_9039_0_1	716	PLDB	8.00E-74	PRKG1 1 AAT8 PKG PRKG1B PRKGR1B cGK cGK 1 cGK1 cGKI cGKI-BETA cGKI-alpha	"protein kinase, cGMP-dependent, type I"	Homo sapiens
dd_Smed_v6_9047_0_1	479	PLDB	3.00E-55	PPP3CA CALN CALNA CALNA1 CCN1 CNA1 PPP2B	protein phosphatase 3 catalytic subunit alpha	Homo sapiens
dd_Smed_v6_90668_0_1	281	PLDB	3.00E-40	ACTB BRWS1 PS1TP5BP1	"actin, beta"	Homo sapiens
dd_Smed_v6_908_0_1	1492	PLDB	2.00E-131	PPM1A PP2C-ALPHA PP2CA PP2Calpha	"protein phosphatase, Mg2 /Mn2  dependent 1A"	Homo sapiens
dd_Smed_v6_9106_0_1	3413	PLDB	4.00E-67	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_9140_0_1	3093	PLDB	2.00E-35	LEF1 LEF-1 TCF10 TCF1ALPHA TCF7L3	lymphoid enhancer binding factor 1	Homo sapiens
dd_Smed_v6_9144_0_1	2458	PLDB	9.00E-62	TPCN2 SHEP10 TPC2	two pore segment channel 2	Homo sapiens
dd_Smed_v6_9144_0_2	2406	PLDB	1.00E-64	TPCN2 SHEP10 TPC2	two pore segment channel 2	Homo sapiens
dd_Smed_v6_9145_0_1	3014	PLDB	2.00E-130	SMURF1	SMAD specific E3 ubiquitin protein ligase 1	Homo sapiens
dd_Smed_v6_9164_0_1	2434	PLDB	7.00E-49	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_9164_0_3	1711	PLDB	7.00E-50	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_9166_0_1	1458	PLDB	3.00E-96	P2RX4 P2X4 P2X4R	purinergic receptor P2X 4	Homo sapiens
dd_Smed_v6_9181_0_1	707	PLDB	1.00E-10	PLA2G2A MOM1 PLA2 PLA2B PLA2L PLA2S PLAS1 sPLA2	phospholipase A2 group IIA	Homo sapiens
dd_Smed_v6_919_0_1	7960	PLDB	0	SPTAN1 EIEE5 NEAS SPTA2	"spectrin, alpha, non-erythrocytic 1"	Homo sapiens
dd_Smed_v6_924_0_1	635	PLDB	2.00E-29	GLIPR1L1 ALKN2972 PRO7434	GLI pathogenesis related 1 like 1	Homo sapiens
dd_Smed_v6_924_0_2	464	PLDB	3.00E-24	GLIPR1L1 ALKN2972 PRO7434	GLI pathogenesis related 1 like 1	Homo sapiens
dd_Smed_v6_9267_0_1	2130	PLDB	2.00E-167	CACNB2 CACNLB2 CAVB2 MYSB	"calcium channel, voltage-dependent, beta 2 subunit"	Homo sapiens
dd_Smed_v6_9283_0_1	3510	PLDB	4.00E-72	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_9288_0_1	3738	PLDB	5.00E-83	TRPM7 ALSPDC CHAK CHAK1 LTRPC7 TRP-PLIK	"transient receptor potential cation channel, subfamily M, member 7"	Homo sapiens
dd_Smed_v6_9304_0_1	1062	PLDB	4.00E-78	PPP2R4 PP2A PR53 PTPA	protein phosphatase 2 regulatory subunit 4	Homo sapiens
dd_Smed_v6_9342_0_1	5141	PLDB	2.00E-119	SSPO	SCO-spondin	Homo sapiens
dd_Smed_v6_9362_0_1	2328	PLDB	1.00E-95	LRGUK	leucine-rich repeats and guanylate kinase domain containing	Homo sapiens
dd_Smed_v6_9385_0_1	2816	PLDB	1.00E-132	HDAC4 AHO3 BDMR HA6116 HD4 HDAC-4 HDAC-A HDACA	histone deacetylase 4	Homo sapiens
dd_Smed_v6_940_0_1	715	PLDB	1.00E-21	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_940_0_2	715	PLDB	9.00E-28	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_940_0_3	524	PLDB	6.00E-15	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_940_0_5	515	PLDB	1.00E-12	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_940_0_6	454	PLDB	2.00E-07	PI16 CRISP9 MSMBBP PSPBP	peptidase inhibitor 16	Homo sapiens
dd_Smed_v6_9416_0_1	2285	PLDB	2.00E-173	FYN SLK SYN p59-FYN	"FYN proto-oncogene, Src family tyrosine kinase"	Homo sapiens
dd_Smed_v6_9478_0_1	444	PLDB	2.00E-08	TRAF6 MGC:3310 RNF85	TNF receptor associated factor 6	Homo sapiens
dd_Smed_v6_9503_0_1	2303	PLDB	5.00E-51	CHRNA4 BFNC EBN EBN1 NACHR NACHRA4 NACRA4	cholinergic receptor nicotinic alpha 4 subunit	Homo sapiens
dd_Smed_v6_9520_0_1	1331	PLDB	5.00E-54	CALB2 CAB29 CAL2 CR	calbindin 2	Homo sapiens
dd_Smed_v6_9520_0_2	1222	PLDB	5.00E-60	CALB2 CAB29 CAL2 CR	calbindin 2	Homo sapiens
dd_Smed_v6_9547_0_1	3610	PLDB	0	RAPGEF4 2 CAMP-GEFII CGEF2 EPAC EPAC 2 EPAC2 Nbla00496	Rap guanine nucleotide exchange factor (GEF) 4	Homo sapiens
dd_Smed_v6_9548_0_1	1875	PLDB	2.00E-39	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_9548_0_2	1701	PLDB	1.00E-48	SYT14 SCAR11 sytXIV	synaptotagmin 14	Homo sapiens
dd_Smed_v6_9576_0_1	1808	PLDB	2.00E-86	EEF2K HSU93850 eEF-2K	eukaryotic elongation factor 2 kinase	Homo sapiens
dd_Smed_v6_958_0_1	2629	PLDB	0	EML1 ELP79 EMAP EMAPL HuEMAP	echinoderm microtubule associated protein like 1	Homo sapiens
dd_Smed_v6_9631_0_1	3422	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_9631_0_2	3372	PLDB	0	DGKQ DAGK DAGK4 DAGK7	"diacylglycerol kinase, theta 110kDa"	Homo sapiens
dd_Smed_v6_9648_0_1	2563	PLDB	0	GBE1 APBD GBE GSD4	"glucan (1,4-alpha-), branching enzyme 1"	Homo sapiens
dd_Smed_v6_9648_0_2	2509	PLDB	0	GBE1 APBD GBE GSD4	"glucan (1,4-alpha-), branching enzyme 1"	Homo sapiens
dd_Smed_v6_9665_0_1	1654	PLDB	5.00E-138	GNAL DYT25	G protein subunit alpha L	Homo sapiens
dd_Smed_v6_9667_0_1	2010	PLDB	1.00E-11	CTNNB1 CTNNB MRD19 armadillo	catenin beta 1	Homo sapiens
dd_Smed_v6_966_0_1	1274	PLDB	1.00E-50	EIF5A EIF-5A EIF5A1 eIF5AI	eukaryotic translation initiation factor 5A	Homo sapiens
dd_Smed_v6_9677_0_1	3300	PLDB	2.00E-63	PCDH11Y PCDH-PC PCDH22 PCDHX PCDHY	protocadherin 11 Y-linked	Homo sapiens
dd_Smed_v6_96897_0_1	318	PLDB	2.00E-35	PYGM	"phosphorylase, glycogen, muscle"	Homo sapiens
dd_Smed_v6_968_0_1	3278	PLDB	1.00E-40	CLCA4 CaCC CaCC2	chloride channel accessory 4	Homo sapiens
dd_Smed_v6_9691_0_1	2727	PLDB	7.00E-44	GRIA3 GLUR-C GLUR-K3 GLUR3 GLURC GluA3 MRX94	glutamate ionotropic receptor AMPA type subunit 3	Homo sapiens
dd_Smed_v6_97031_0_1	427	PLDB	2.00E-05	NPY1R NPY1-R NPYR	neuropeptide Y receptor Y1	Homo sapiens
dd_Smed_v6_9715_0_1	1276	PLDB	5.00E-170	GNAO1 EIEE17 G-ALPHA-o GNAO	G protein subunit alpha o1	Homo sapiens
dd_Smed_v6_9716_1_1	7644	PLDB	2.00E-119	PLCE1 NPHS3 PLCE PPLC	phospholipase C epsilon 1	Homo sapiens
dd_Smed_v6_9716_1_2	7109	PLDB	1.00E-119	PLCE1 NPHS3 PLCE PPLC	phospholipase C epsilon 1	Homo sapiens
dd_Smed_v6_9736_0_1	1942	PLDB	5.00E-69	SLC24A2 NCKX2	solute carrier family 24 member 2	Homo sapiens
dd_Smed_v6_9829_0_1	3048	PLDB	1.00E-107	LDLR FH FHC LDLCQ2	low density lipoprotein receptor	Homo sapiens
dd_Smed_v6_98364_0_1	289	PLDB	7.00E-18	PPM1A PP2C-ALPHA PP2CA PP2Calpha	"protein phosphatase, Mg2 /Mn2  dependent 1A"	Homo sapiens
dd_Smed_v6_98388_0_1	228	PLDB	8.00E-07	CALML3 CLP	calmodulin like 3	Homo sapiens
dd_Smed_v6_9846_0_1	991	PLDB	6.00E-19	SLC8B1 NCKX6 NCLX SLC24A6	solute carrier family 8 member B1	Homo sapiens
dd_Smed_v6_9849_0_1	701	PLDB	4.00E-29	RANGRF HSPC236 MOG1 RANGNRF	RAN guanine nucleotide release factor	Homo sapiens
dd_Smed_v6_9870_0_1	892	PLDB	3.00E-29	CYP2R1	"cytochrome P450, family 2, subfamily R, polypeptide 1"	Homo sapiens
dd_Smed_v6_9877_0_1	5079	PLDB	0	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1 CaV1.2 LQT8 TS	"calcium channel, voltage-dependent, L type, alpha 1C subunit"	Homo sapiens
dd_Smed_v6_9880_0_1	1308	PLDB	3.00E-26	SDF4 Cab45 SDF-4	stromal cell derived factor 4	Homo sapiens
dd_Smed_v6_9904_0_1	2767	PLDB	2.00E-31	SLC8B1 NCKX6 NCLX SLC24A6	solute carrier family 8 member B1	Homo sapiens
dd_Smed_v6_990_0_1	1203	PLDB	2.00E-58	CALU	calumenin	Homo sapiens
dd_Smed_v6_9977_0_1	2540	PLDB	1.00E-160	PKD2L1 PCL PKD2L PKDL TRPP3	"polycystin 2 like 1, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_9977_0_2	2133	PLDB	4.00E-123	PKD2L1 PCL PKD2L PKDL TRPP3	"polycystin 2 like 1, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_9977_0_3	2122	PLDB	4.00E-123	PKD2L1 PCL PKD2L PKDL TRPP3	"polycystin 2 like 1, transient receptor potential cation channel"	Homo sapiens
dd_Smed_v6_9989_0_1	3130	PLDB	3.00E-143	TRIM9 RNF91 SPRING	tripartite motif containing 9	Homo sapiens
